customer_id,age,gender,income_band,family_status,has_baby,pet_owner,region,loyalty_tier,cluster
1524,48,F,mid,single,0,0,Central,Gold,3
1525,54,F,high,single,0,0,North,Bronze,2
1526,54,M,mid,family,0,0,Central,Bronze,3
1527,60,F,low,single,0,0,North,Bronze,1
1528,25,M,low,couple,0,1,West,Gold,4
1529,57,F,mid,couple,0,1,South,Bronze,4
1530,32,F,high,single,0,0,North,Silver,2
1531,73,M,low,single,0,0,South,Bronze,1
1532,47,F,low,couple,0,0,West,Silver,1
1533,30,M,low,single,1,0,North,Silver,0
1534,54,F,low,family,0,1,West,Gold,4
1535,32,M,high,single,0,0,West,Gold,2
1536,52,M,high,family,0,1,North,Gold,2
1537,20,F,mid,single,0,0,North,Bronze,1
1538,42,M,mid,family,0,1,West,Bronze,4
1539,30,F,mid,couple,0,0,North,Gold,1
1540,53,M,low,single,0,0,Central,Bronze,3
1541,41,F,mid,family,0,1,South,Silver,4
1542,29,F,mid,family,1,0,South,Bronze,0
1543,66,F,mid,couple,0,0,West,Bronze,1
1544,41,M,mid,family,0,0,Central,Silver,1
1545,45,M,low,couple,0,0,North,Silver,1
1546,52,M,mid,family,0,0,West,Gold,3
1547,70,M,low,single,0,0,West,Bronze,1
1548,55,M,mid,couple,0,0,West,Bronze,1
1549,28,M,low,family,0,1,South,Bronze,4
1550,66,F,mid,couple,0,1,South,Silver,4
1551,31,M,mid,family,0,1,North,Silver,4
1552,57,M,mid,family,0,0,West,Silver,3
1553,21,F,high,family,0,1,North,Silver,4
1554,35,M,low,single,0,0,Central,Gold,1
1555,44,M,mid,single,0,0,South,Bronze,3
1556,28,M,low,single,0,0,Central,Gold,1
1557,28,M,mid,single,0,0,North,Bronze,1
1558,24,F,mid,couple,0,0,South,Platinum,1
1559,23,F,low,family,1,0,Central,Silver,0
1560,51,M,mid,couple,0,1,South,Bronze,4
1561,58,M,low,family,0,0,South,Gold,1
1562,51,F,mid,single,0,0,West,Bronze,1
1563,33,F,mid,couple,0,0,South,Bronze,1
1564,27,F,mid,couple,1,1,East,Bronze,0
1565,41,M,mid,family,0,1,East,Gold,4
1566,26,M,high,family,0,0,Central,Bronze,2
1567,22,F,mid,family,0,0,North,Bronze,1
1568,19,M,mid,single,0,1,South,Bronze,4
1569,40,M,mid,couple,0,1,Central,Silver,4
1570,46,F,mid,single,0,0,West,Gold,1
1571,53,F,mid,single,0,1,North,Silver,4
1572,27,F,mid,family,0,0,West,Bronze,1
1573,30,F,high,single,0,1,South,Bronze,2
1574,37,F,mid,family,0,0,North,Bronze,1
1575,25,F,high,single,0,1,East,Silver,2
1576,34,M,high,single,0,0,North,Silver,2
1577,57,M,low,single,0,1,Central,Gold,4
1578,45,F,high,family,1,0,North,Silver,0
1579,22,F,mid,family,0,1,South,Bronze,4
1580,54,M,mid,family,0,1,East,Gold,4
1581,52,M,mid,couple,0,0,West,Bronze,1
1582,33,F,low,single,0,0,Central,Bronze,1
1583,28,F,mid,single,0,1,South,Silver,4
1584,51,F,low,family,0,1,West,Silver,4
1585,22,F,high,family,1,0,West,Gold,0
1586,32,M,high,family,0,1,South,Gold,2
1587,53,M,low,couple,1,1,West,Gold,0
1588,47,F,high,family,0,1,Central,Silver,2
1589,34,F,mid,single,0,0,South,Silver,1
1590,38,F,low,single,0,0,East,Bronze,3
1591,42,M,mid,family,0,0,North,Bronze,3
1592,29,M,high,couple,0,1,West,Bronze,2
1593,19,F,mid,couple,0,0,South,Silver,3
1594,74,M,mid,family,0,0,South,Silver,3
1595,48,F,high,couple,0,1,South,Silver,2
1596,35,M,low,family,0,1,North,Bronze,4
1597,58,M,high,couple,0,0,West,Gold,3
1598,58,M,low,family,0,1,Central,Platinum,4
1599,47,F,mid,single,0,0,Central,Platinum,1
1600,20,F,low,single,0,1,South,Bronze,4
1601,42,M,high,single,0,0,Central,Silver,2
1602,37,F,high,single,0,1,Central,Silver,2
1603,35,M,mid,couple,0,1,West,Platinum,4
1604,58,F,mid,couple,0,1,East,Gold,4
1605,37,M,low,couple,0,0,North,Bronze,1
1606,41,F,mid,couple,0,0,South,Silver,3
1607,43,F,mid,single,0,0,Central,Bronze,1
1608,40,M,mid,couple,1,1,Central,Bronze,0
1609,27,M,mid,couple,0,0,North,Bronze,1
1610,26,M,mid,couple,0,0,North,Bronze,1
1611,51,M,mid,family,0,0,Central,Silver,3
1612,23,M,low,family,0,1,East,Silver,4
1613,31,F,low,couple,1,1,North,Silver,0
1614,70,F,high,family,0,0,Central,Silver,1
1615,44,F,low,single,0,0,Central,Bronze,3
1616,46,M,mid,couple,0,1,North,Bronze,4
1617,30,M,mid,family,1,0,Central,Bronze,0
1618,66,M,low,single,0,0,Central,Silver,3
1619,36,M,low,single,0,0,South,Gold,3
1620,27,M,low,single,0,0,Central,Gold,1
1621,62,M,high,family,0,0,West,Bronze,1
1622,44,M,high,family,1,0,West,Bronze,0
1623,26,M,high,family,0,1,West,Silver,2
1624,44,M,mid,family,0,1,North,Silver,4
1625,39,F,low,family,0,1,North,Bronze,4
1626,71,M,mid,family,0,1,West,Gold,4
1627,23,F,mid,single,0,1,North,Bronze,4
1628,24,F,high,family,0,1,Central,Bronze,4
1629,47,F,mid,single,1,0,South,Gold,0
1630,56,M,low,couple,0,1,South,Silver,4
1631,51,M,mid,single,0,0,North,Silver,3
1632,22,F,mid,single,0,0,Central,Silver,1
1633,45,M,low,couple,0,1,West,Bronze,4
1634,44,F,low,family,1,1,North,Silver,0
1635,22,M,high,couple,0,0,East,Silver,1
1636,37,M,low,family,0,0,South,Silver,3
1637,73,F,mid,single,0,0,South,Platinum,1
1638,18,M,low,family,0,0,West,Bronze,1
1639,44,M,low,single,0,1,West,Bronze,4
1640,55,F,mid,single,0,1,West,Bronze,4
1641,53,M,low,single,0,0,East,Silver,3
1642,25,M,mid,single,0,0,North,Bronze,1
1643,26,F,mid,single,0,0,Central,Silver,1
1644,28,F,mid,single,0,0,East,Silver,1
1645,55,F,high,single,0,0,West,Gold,2
1646,48,F,mid,single,0,0,South,Silver,3
1647,72,F,low,couple,0,0,East,Silver,3
1648,32,F,high,single,0,0,East,Bronze,2
1649,39,F,low,single,0,0,Central,Gold,3
1650,63,M,low,family,0,0,North,Silver,3
1651,19,M,high,family,0,0,East,Silver,3
1652,37,F,high,family,1,1,West,Silver,0
1653,22,M,mid,single,0,0,East,Bronze,1
1654,60,M,low,single,0,1,South,Silver,4
1655,29,M,mid,family,0,1,North,Gold,4
1656,53,M,high,single,0,1,East,Silver,2
1657,31,M,mid,couple,0,0,South,Bronze,1
1658,24,F,mid,single,1,1,South,Bronze,0
1659,18,F,mid,single,0,0,East,Bronze,3
1660,39,F,high,couple,0,1,Central,Bronze,2
1661,48,M,low,couple,0,0,West,Silver,3
1662,46,M,high,family,0,0,Central,Gold,2
1663,30,F,mid,couple,0,0,East,Silver,1
1664,34,F,high,single,0,1,West,Bronze,2
1665,29,M,high,couple,0,0,Central,Gold,2
1666,26,F,low,single,1,1,East,Gold,0
1667,29,F,mid,single,0,0,North,Bronze,1
1668,20,M,mid,single,0,0,East,Silver,3
1669,48,F,low,couple,0,0,Central,Bronze,1
1670,26,F,mid,family,0,0,West,Bronze,1
1671,42,F,high,family,1,0,South,Silver,0
1672,61,M,high,couple,1,0,West,Silver,0
1673,54,M,high,couple,0,1,South,Silver,2
1674,20,F,mid,couple,0,0,Central,Bronze,1
1675,29,M,mid,couple,0,1,South,Bronze,4
1676,30,F,low,single,0,0,South,Gold,1
1677,25,M,high,single,0,0,North,Bronze,2
1678,22,M,mid,couple,0,0,North,Gold,1
1679,39,M,mid,couple,0,1,West,Silver,4
1680,72,M,high,couple,0,0,Central,Silver,3
1681,39,F,mid,couple,0,1,South,Bronze,4
1682,25,F,mid,couple,0,1,Central,Silver,4
1683,34,F,mid,family,0,1,East,Silver,4
1684,23,M,low,family,0,0,Central,Gold,1
1685,20,F,low,family,0,1,West,Bronze,4
1686,58,M,mid,single,0,0,East,Bronze,1
1687,29,F,high,single,0,1,North,Bronze,2
1688,68,F,low,couple,0,0,East,Bronze,3
1689,43,F,low,family,0,0,Central,Gold,3
1690,19,M,mid,single,0,0,South,Bronze,1
1691,72,M,high,single,0,0,Central,Silver,3
1692,26,F,mid,couple,0,1,East,Silver,4
1693,51,M,mid,single,1,0,West,Bronze,0
1694,25,M,low,single,0,0,Central,Bronze,1
1695,75,M,mid,family,0,1,Central,Bronze,4
1696,70,M,high,couple,0,0,North,Bronze,3
1697,33,F,mid,family,0,1,North,Bronze,4
1698,59,F,high,family,0,0,North,Bronze,3
1699,42,F,low,family,0,1,West,Bronze,4
1700,24,M,mid,family,0,0,Central,Bronze,1
1701,19,F,mid,single,0,0,South,Silver,1
1702,29,M,mid,couple,0,0,East,Silver,1
1703,26,F,low,family,0,1,Central,Gold,4
1704,34,F,low,couple,0,0,North,Silver,1
1705,64,F,low,single,0,0,North,Bronze,3
1706,55,M,mid,couple,0,0,South,Bronze,1
1707,76,F,low,single,0,0,South,Silver,1
1708,49,F,mid,couple,0,1,East,Silver,4
1709,45,F,mid,single,0,0,West,Silver,3
1710,23,F,mid,couple,0,0,Central,Bronze,1
1711,66,M,high,single,0,0,South,Bronze,1
1712,27,F,mid,single,0,0,South,Bronze,1
1713,35,F,mid,family,0,1,West,Bronze,4
1714,46,M,mid,single,0,1,Central,Gold,4
1715,55,F,low,single,0,0,West,Silver,1
1716,60,M,low,single,0,1,Central,Bronze,4
1717,53,F,mid,couple,0,1,West,Silver,4
1718,21,F,mid,single,0,0,Central,Gold,1
1719,79,F,mid,family,0,0,North,Bronze,1
1720,38,M,low,couple,0,0,West,Gold,1
1721,18,F,high,single,0,0,East,Gold,3
1722,45,F,low,couple,0,1,South,Bronze,4
1723,32,M,high,single,0,0,Central,Silver,2
1724,26,F,mid,couple,0,0,South,Bronze,1
1725,38,M,low,family,0,0,Central,Platinum,1
1726,26,M,low,family,1,0,South,Silver,0
1727,59,F,high,couple,0,0,East,Bronze,1
1728,29,M,low,family,0,1,North,Bronze,4
1729,26,M,high,family,0,1,Central,Silver,2
1730,19,F,low,single,0,0,Central,Silver,1
1731,40,M,mid,single,0,0,South,Bronze,3
1732,46,F,low,couple,0,1,North,Bronze,4
1733,65,F,high,couple,0,1,East,Gold,4
1734,57,F,low,couple,0,1,Central,Silver,4
1735,43,F,low,single,0,0,South,Gold,3
1736,28,F,low,couple,0,0,West,Bronze,1
1737,18,M,mid,family,0,0,West,Bronze,3
1738,24,F,mid,family,0,1,South,Platinum,4
1739,35,F,low,family,0,0,North,Bronze,1
1740,22,F,mid,single,0,1,West,Bronze,4
1741,41,M,mid,family,1,0,North,Gold,0
1742,31,M,mid,single,0,0,South,Bronze,1
1743,60,M,high,family,0,0,Central,Bronze,1
1744,46,M,low,single,0,0,West,Gold,1
1745,35,F,low,family,1,0,Central,Bronze,0
1746,50,M,low,single,0,0,North,Bronze,3
1747,23,M,low,family,0,0,Central,Bronze,1
1748,50,F,low,family,0,0,West,Bronze,3
1749,73,F,low,family,0,1,South,Platinum,4
1750,21,F,mid,couple,0,0,South,Gold,3
1751,41,M,low,couple,0,1,West,Bronze,4
1752,34,F,mid,couple,0,0,South,Gold,1
1753,24,M,low,family,1,0,North,Bronze,0
1754,32,F,low,single,0,1,West,Bronze,4
1755,45,F,low,single,0,1,East,Bronze,4
1756,53,M,mid,family,0,0,South,Bronze,1
1757,75,F,mid,family,0,0,West,Silver,3
1758,35,M,high,single,0,1,West,Platinum,2
1759,20,F,low,couple,0,0,South,Silver,1
1760,24,F,low,single,0,0,West,Bronze,1
1761,69,M,high,family,0,0,North,Bronze,3
1762,19,M,high,couple,0,0,North,Gold,1
1763,25,F,low,family,0,1,North,Silver,4
1764,19,F,high,couple,0,1,East,Bronze,4
1765,41,M,high,family,0,1,Central,Gold,2
1766,41,F,mid,single,0,0,East,Bronze,3
1767,43,M,mid,couple,1,0,Central,Silver,0
1768,41,F,low,single,0,0,Central,Silver,1
1769,73,M,mid,single,1,1,East,Bronze,0
1770,48,F,mid,single,0,0,Central,Silver,3
1771,22,M,mid,single,0,0,West,Bronze,1
1772,34,F,low,couple,0,0,West,Bronze,1
1773,19,M,mid,family,0,0,North,Bronze,1
1774,46,F,low,family,0,0,South,Silver,1
1775,49,M,mid,family,0,0,North,Silver,3
1776,28,F,low,single,0,0,North,Silver,1
1777,51,F,mid,family,0,1,South,Bronze,4
1778,19,M,low,couple,0,1,West,Bronze,4
1779,43,M,mid,single,0,0,West,Silver,1
1780,49,M,low,family,0,0,Central,Silver,3
1781,23,F,high,family,1,1,Central,Bronze,0
1782,68,F,mid,family,0,0,West,Silver,1
1783,50,M,mid,family,0,1,North,Bronze,4
1784,42,F,mid,couple,0,1,East,Silver,4
1785,22,M,mid,family,0,0,North,Gold,1
1786,22,M,low,family,0,0,West,Bronze,1
1787,49,F,high,couple,0,0,North,Silver,2
1788,20,M,mid,couple,0,1,East,Silver,4
1789,30,F,mid,family,0,1,Central,Bronze,4
1790,27,F,high,couple,0,1,South,Bronze,2
1791,58,M,low,single,0,0,West,Silver,1
1792,20,M,mid,single,1,0,South,Silver,0
1793,37,M,low,single,0,0,Central,Bronze,3
1794,53,M,high,family,0,1,West,Silver,2
1795,29,F,mid,family,0,1,North,Silver,4
1796,22,F,mid,single,0,0,East,Gold,1
1797,29,M,high,couple,1,0,North,Silver,0
1798,54,M,mid,family,0,0,East,Silver,3
1799,58,F,mid,couple,0,0,West,Silver,1
1800,66,F,high,couple,0,0,North,Silver,1
1801,24,F,low,couple,0,0,West,Silver,1
1802,57,F,low,family,0,1,Central,Bronze,4
1803,20,F,high,family,0,1,North,Gold,4
1804,38,M,high,couple,0,1,South,Gold,2
1805,38,M,mid,family,0,1,North,Gold,4
1806,60,F,low,single,0,0,West,Gold,3
1807,56,M,mid,family,0,0,Central,Gold,1
1808,34,M,low,family,1,1,East,Bronze,0
1809,75,F,low,family,0,0,South,Bronze,1
1810,56,M,mid,single,0,0,Central,Silver,1
1811,28,M,mid,family,0,1,West,Gold,4
1812,55,F,low,single,0,0,North,Bronze,1
1813,32,F,mid,couple,0,1,West,Bronze,4
1814,32,M,low,couple,0,0,West,Bronze,1
1815,19,M,low,family,0,0,South,Gold,1
1816,28,M,mid,family,0,1,West,Silver,4
1817,37,M,mid,couple,0,0,South,Bronze,3
1818,18,F,low,single,0,1,West,Silver,4
1819,51,M,mid,family,0,1,Central,Silver,4
1820,77,F,mid,couple,0,0,North,Bronze,3
1821,58,F,high,couple,0,0,Central,Silver,1
1822,55,F,high,family,0,0,East,Silver,2
1823,35,F,low,couple,0,1,West,Bronze,4
1824,22,M,mid,single,0,1,South,Silver,4
1825,57,M,low,single,0,1,North,Bronze,4
1826,21,M,mid,family,0,1,East,Bronze,4
1827,28,F,high,couple,0,0,South,Bronze,2
1828,38,F,mid,single,0,0,West,Silver,1
1829,33,M,mid,family,0,0,North,Bronze,1
1830,53,F,high,family,0,1,North,Bronze,2
1831,49,M,low,couple,0,0,South,Silver,1
1832,33,F,mid,couple,0,0,West,Gold,1
1833,33,M,mid,single,0,0,West,Bronze,1
1834,19,F,high,family,0,0,North,Bronze,3
1835,23,F,low,family,0,0,West,Bronze,1
1836,59,F,low,couple,0,1,Central,Bronze,4
1837,34,M,high,couple,0,0,West,Silver,2
1838,27,M,high,single,0,1,East,Silver,2
1839,41,M,low,single,0,0,North,Silver,1
1840,72,F,high,couple,0,1,West,Bronze,4
1841,67,F,mid,family,0,1,South,Silver,4
1842,22,F,low,family,0,0,Central,Silver,1
1843,56,M,low,family,0,0,West,Silver,1
1844,33,M,high,family,0,0,West,Gold,2
1845,36,M,mid,couple,1,1,South,Bronze,0
1846,60,M,high,couple,0,0,South,Bronze,3
1847,44,M,mid,family,0,0,West,Bronze,3
1848,57,M,mid,couple,0,0,East,Bronze,3
1849,60,F,high,family,0,0,Central,Gold,1
1850,52,M,low,single,0,0,East,Silver,1
1851,19,M,low,single,0,0,West,Silver,1
1852,52,M,low,family,0,0,Central,Bronze,3
1853,41,M,mid,single,0,0,North,Bronze,3
1854,55,F,high,family,0,0,Central,Bronze,2
1855,58,F,low,single,0,1,South,Bronze,4
1856,39,F,high,family,0,1,East,Bronze,2
1857,47,M,mid,single,0,1,South,Bronze,4
1858,71,F,mid,single,0,0,South,Silver,3
1859,58,F,low,family,0,0,West,Bronze,3
1860,36,F,mid,family,0,0,North,Bronze,1
1861,48,F,high,couple,0,0,West,Gold,2
1862,19,M,low,family,0,0,West,Bronze,3
1863,37,M,high,couple,1,0,South,Bronze,0
1864,31,M,low,single,0,0,South,Gold,1
1865,27,M,mid,couple,0,0,Central,Bronze,1
1866,24,F,low,single,0,1,East,Silver,4
1867,34,F,mid,family,1,0,North,Bronze,0
1868,45,M,low,single,0,0,West,Platinum,3
1869,21,F,high,single,0,0,East,Gold,3
1870,26,F,low,couple,0,0,West,Gold,1
1871,21,M,mid,couple,0,0,East,Silver,3
1872,22,M,mid,single,0,0,South,Bronze,1
1873,31,F,mid,single,0,0,East,Bronze,1
1874,51,F,mid,single,0,0,Central,Bronze,3
1875,66,M,high,couple,0,1,Central,Bronze,4
1876,26,F,mid,family,0,0,East,Platinum,1
1877,18,M,low,family,0,0,North,Silver,3
1878,35,M,high,family,1,0,North,Bronze,0
1879,74,F,low,family,0,1,South,Silver,4
1880,49,M,high,single,0,0,East,Silver,2
1881,49,M,mid,family,0,0,Central,Gold,3
1882,53,F,high,single,0,0,South,Silver,2
1883,37,F,mid,couple,0,0,Central,Bronze,1
1884,49,M,low,single,0,0,West,Bronze,1
1885,31,F,high,couple,0,1,West,Gold,2
1886,24,F,high,single,0,0,East,Silver,3
1887,57,F,low,couple,0,0,East,Bronze,3
1888,24,F,mid,family,0,0,South,Bronze,1
1889,19,F,low,couple,0,0,East,Bronze,3
1890,40,F,mid,family,1,0,East,Gold,0
1891,46,M,mid,single,1,0,East,Bronze,0
1892,53,M,mid,single,0,1,South,Platinum,4
1893,43,M,mid,single,0,1,East,Silver,4
1894,47,F,high,single,0,0,West,Gold,2
1895,35,M,mid,couple,0,0,South,Bronze,1
1896,40,M,mid,single,0,1,East,Bronze,4
1897,35,F,mid,single,0,0,West,Bronze,1
1898,37,M,high,single,0,1,North,Gold,2
1899,26,F,mid,couple,0,0,West,Bronze,1
1900,36,M,high,family,1,0,North,Bronze,0
1901,30,M,mid,single,0,0,East,Gold,1
1902,76,M,mid,single,0,0,East,Silver,1
1903,73,F,high,family,0,0,Central,Gold,3
1904,29,F,low,couple,0,0,South,Bronze,1
1905,39,M,mid,couple,0,1,Central,Gold,4
1906,53,F,high,family,0,0,Central,Bronze,2
1907,25,M,mid,family,0,1,Central,Silver,4
1908,41,M,high,family,0,0,West,Gold,2
1909,42,M,high,family,1,0,West,Bronze,0
1910,40,M,mid,single,0,1,East,Bronze,4
1911,58,M,low,family,0,1,North,Bronze,4
1912,30,F,mid,couple,0,0,Central,Bronze,1
1913,36,M,high,single,0,0,West,Silver,2
1914,47,F,high,single,0,0,South,Silver,2
1915,24,F,mid,single,0,0,Central,Silver,1
1916,50,M,mid,family,0,0,North,Gold,1
1917,41,M,mid,couple,0,1,South,Silver,4
1918,39,M,mid,single,0,0,East,Bronze,1
1919,36,F,low,single,0,1,North,Bronze,4
1920,47,M,low,single,0,0,Central,Bronze,1
1921,38,M,mid,family,0,0,West,Gold,3
1922,58,F,high,family,0,1,West,Bronze,4
1923,44,F,mid,family,0,1,South,Gold,4
1924,22,M,low,family,0,1,Central,Bronze,4
1925,34,M,mid,single,0,0,East,Gold,1
1926,35,F,mid,single,0,0,South,Bronze,1
1927,37,M,low,family,0,0,South,Silver,1
1928,36,M,high,couple,0,1,West,Bronze,2
1929,30,F,low,single,0,0,Central,Silver,1
1930,27,M,mid,family,0,0,North,Gold,1
1931,32,F,low,couple,0,1,East,Bronze,4
1932,63,F,mid,family,0,1,East,Bronze,4
1933,38,M,mid,family,1,0,East,Bronze,0
1934,46,M,low,couple,0,1,South,Silver,4
1935,21,M,low,single,0,0,Central,Gold,1
1936,61,F,mid,family,0,0,Central,Platinum,1
1937,28,M,high,couple,0,0,West,Bronze,2
1938,21,F,mid,single,0,0,Central,Silver,3
1939,35,F,mid,couple,0,0,East,Bronze,1
1940,37,M,high,single,0,0,South,Platinum,2
1941,33,F,mid,couple,0,0,Central,Silver,1
1942,43,F,low,single,0,0,South,Bronze,3
1943,33,F,mid,family,0,1,East,Bronze,4
1944,43,M,low,couple,0,1,West,Silver,4
1945,41,F,low,couple,0,0,West,Bronze,1
1946,21,M,mid,single,1,0,Central,Bronze,0
1947,46,F,mid,couple,0,0,Central,Bronze,3
1948,68,M,low,single,0,0,West,Silver,1
1949,26,M,high,family,0,1,Central,Bronze,2
1950,36,M,low,couple,0,0,North,Gold,1
1951,33,F,mid,single,0,0,Central,Bronze,1
1952,22,F,high,family,1,0,South,Silver,0
1953,63,F,low,couple,0,0,West,Bronze,3
1954,40,M,mid,family,0,1,Central,Bronze,4
1955,20,F,low,family,0,0,North,Silver,1
1956,21,M,mid,couple,0,0,Central,Silver,3
1957,40,M,high,couple,0,0,South,Silver,2
1958,27,M,low,couple,0,1,East,Silver,4
1959,21,F,high,couple,0,1,North,Bronze,4
1960,33,M,high,single,0,1,South,Bronze,2
1961,31,M,low,family,0,0,East,Silver,1
1962,45,M,low,couple,1,1,East,Bronze,0
1963,18,F,low,couple,0,0,South,Bronze,1
1964,58,F,low,single,0,0,West,Gold,3
1965,63,F,low,family,1,0,West,Silver,0
1966,28,F,mid,couple,0,0,South,Silver,1
1967,34,M,mid,single,0,0,West,Silver,1
1968,25,F,low,family,1,0,West,Gold,0
1969,48,M,mid,couple,0,0,North,Bronze,3
1970,30,M,mid,single,0,0,South,Silver,1
1971,44,M,high,single,0,0,East,Platinum,2
1972,22,M,high,family,0,0,West,Bronze,1
1973,70,F,low,couple,1,1,Central,Silver,0
1974,49,F,low,couple,0,0,South,Silver,1
1975,60,M,low,single,0,0,South,Silver,1
1976,53,F,high,single,0,0,West,Silver,2
1977,50,M,mid,single,0,0,West,Gold,3
1978,44,M,low,single,0,0,South,Gold,3
1979,22,F,high,couple,0,0,East,Bronze,3
1980,27,F,high,single,0,1,Central,Silver,2
1981,37,F,high,couple,0,1,North,Bronze,2
1982,26,F,mid,family,0,0,South,Silver,1
1983,20,F,mid,single,0,0,North,Gold,1
1984,48,M,mid,family,0,1,North,Bronze,4
1985,53,F,low,family,0,0,Central,Bronze,1
1986,73,F,high,single,0,0,Central,Silver,1
1987,29,F,mid,couple,0,1,North,Silver,4
1988,45,F,mid,single,0,1,West,Gold,4
1989,36,F,mid,couple,0,1,East,Platinum,4
1990,27,M,low,family,1,1,South,Bronze,0
1991,45,M,low,family,0,0,Central,Gold,3
1992,37,M,low,family,0,1,West,Gold,4
1993,24,M,mid,family,0,1,North,Silver,4
1994,28,F,mid,family,0,1,West,Bronze,4
1995,53,F,mid,couple,0,0,East,Bronze,1
1996,77,M,low,couple,0,0,Central,Silver,1
1997,50,M,low,single,0,1,West,Gold,4
1998,57,F,high,couple,0,0,North,Silver,1
1999,20,F,mid,family,0,0,South,Gold,1
2000,48,M,mid,single,0,0,Central,Bronze,3
2001,30,F,low,couple,0,0,South,Bronze,1
2002,79,F,low,family,0,1,East,Silver,4
2003,38,F,mid,couple,0,0,North,Silver,3
2004,54,F,high,single,0,0,West,Bronze,2
2005,54,F,mid,family,0,0,Central,Silver,1
2006,26,M,high,single,0,0,East,Bronze,2
2007,38,F,low,family,0,1,North,Bronze,4
2008,46,M,mid,family,0,0,South,Gold,3
2009,29,F,low,couple,0,0,West,Silver,1
2010,23,F,low,couple,0,1,North,Bronze,4
2011,45,F,mid,couple,0,0,North,Platinum,3
2012,26,F,high,couple,1,1,Central,Bronze,0
2013,20,F,low,family,0,0,South,Silver,1
2014,58,M,high,couple,0,0,West,Silver,1
2015,66,M,low,couple,0,0,Central,Silver,3
2016,53,F,mid,couple,0,0,Central,Silver,3
2017,32,M,high,couple,0,1,South,Bronze,2
2018,25,F,mid,single,0,0,North,Bronze,1
2019,32,M,mid,couple,0,0,South,Silver,1
2020,33,M,low,single,0,0,South,Silver,1
2021,19,F,low,couple,0,1,Central,Silver,4
2022,39,F,mid,single,0,0,West,Bronze,3
2023,21,M,low,family,0,0,Central,Bronze,1
2024,21,M,low,family,0,0,Central,Bronze,3
2025,41,F,low,family,0,0,North,Silver,1
2026,28,M,high,family,0,0,South,Gold,2
2027,44,F,mid,couple,1,0,Central,Gold,0
2028,38,M,mid,couple,0,0,North,Silver,1
2029,25,M,low,family,0,0,East,Silver,1
2030,59,M,mid,single,0,0,Central,Gold,3
2031,61,F,mid,single,0,0,Central,Silver,1
2032,56,M,low,single,0,0,South,Bronze,3
2033,22,F,mid,couple,0,0,Central,Bronze,1
2034,24,F,low,single,0,1,West,Bronze,4
2035,32,F,low,couple,0,0,Central,Silver,1
2036,76,M,mid,family,0,0,South,Silver,3
2037,18,M,mid,family,0,1,East,Silver,4
2038,34,M,mid,single,0,0,South,Silver,1
2039,35,M,mid,family,0,0,East,Platinum,1
2040,32,M,mid,couple,0,1,Central,Silver,4
2041,24,M,low,single,0,0,East,Bronze,1
2042,54,F,high,single,0,1,South,Bronze,2
2043,22,F,mid,family,1,0,West,Platinum,0
2044,78,F,mid,single,0,0,South,Silver,3
2045,27,F,mid,single,0,0,South,Bronze,1
2046,46,F,mid,couple,1,0,South,Silver,0
2047,25,F,mid,single,1,0,South,Bronze,0
2048,47,F,low,family,0,1,Central,Gold,4
2049,42,F,low,single,0,0,West,Silver,1
2050,43,M,high,single,0,0,Central,Gold,2
2051,63,F,high,family,0,1,Central,Bronze,4
2052,39,M,low,couple,0,0,East,Bronze,1
2053,39,M,mid,family,0,0,East,Gold,1
2054,54,M,high,couple,0,1,East,Bronze,2
2055,64,F,mid,single,0,0,East,Bronze,3
2056,26,M,mid,couple,0,0,North,Platinum,1
2057,28,F,low,couple,0,0,West,Bronze,1
2058,22,M,high,couple,0,0,North,Silver,1
2059,50,F,mid,couple,0,1,West,Gold,4
2060,27,F,low,couple,0,1,East,Bronze,4
2061,21,F,low,family,0,1,East,Bronze,4
2062,45,F,mid,family,0,0,West,Bronze,3
2063,35,F,mid,single,0,1,West,Silver,4
2064,41,M,mid,couple,0,0,East,Silver,1
2065,60,F,mid,couple,0,1,East,Bronze,4
2066,54,F,high,family,0,0,West,Silver,2
2067,54,M,mid,family,0,1,Central,Silver,4
2068,21,F,mid,family,0,0,South,Bronze,3
2069,28,M,mid,couple,0,0,East,Gold,1
2070,77,F,low,single,0,0,East,Bronze,1
2071,41,F,high,couple,0,0,North,Bronze,2
2072,57,F,low,single,0,0,West,Gold,3
2073,32,F,low,single,0,1,North,Silver,4
2074,37,F,mid,couple,0,1,East,Silver,4
2075,41,F,mid,single,0,1,South,Bronze,4
2076,19,M,low,family,1,0,Central,Silver,0
2077,48,M,low,couple,0,0,Central,Silver,1
2078,29,M,mid,single,0,0,South,Bronze,1
2079,23,F,mid,single,0,0,North,Bronze,1
2080,47,M,low,couple,0,1,West,Bronze,4
2081,20,M,mid,couple,0,0,West,Silver,3
2082,32,M,low,family,0,0,West,Bronze,1
2083,37,F,low,couple,0,0,West,Bronze,1
2084,69,F,mid,single,0,0,South,Silver,1
2085,31,F,low,family,0,0,North,Silver,1
2086,76,F,low,single,0,1,South,Silver,4
2087,64,F,low,couple,0,1,East,Bronze,4
2088,46,F,high,couple,0,1,South,Gold,2
2089,57,M,high,couple,1,1,South,Silver,0
2090,67,M,mid,couple,0,0,East,Silver,3
2091,30,F,mid,couple,0,1,North,Bronze,4
2092,49,M,mid,couple,0,0,North,Silver,1
2093,32,M,high,single,0,1,East,Bronze,2
