basket_id,t,customer_id,cluster,last_cat,dayofweek,promo_any,action_rec,action_rec_prob,purchased_cat,clicked,reward
3419,4,268,1,Produce,2,0,Electronics,0.0853,Bakery,0,0.26
3420,0,268,1,START,6,0,Baby,0.0391,Produce,0,0.05
3420,1,268,1,Produce,6,0,Produce,0.0768,Electronics,0,1.63
3420,2,268,1,Electronics,6,0,Electronics,0.0937,Beverages,0,0.1
3420,3,268,1,Beverages,6,0,PersonalCare,0.0773,Dairy,0,0.26
3420,4,268,1,Dairy,6,0,Dairy,0.0853,PersonalCare,0,0.12
3420,5,268,1,PersonalCare,6,0,Bakery,0.0853,Beauty,0,1.19
3420,6,268,1,Beauty,6,0,PersonalCare,0.0775,Home,0,6.59
3420,7,268,1,Home,6,0,Grocery,0.0699,Beauty,0,1.04
3420,8,268,1,Beauty,6,0,Grocery,0.0698,Pet,0,0.3
3420,9,268,1,Pet,6,0,Grocery,0.0699,Beverages,0,0.18
3420,10,268,1,Beverages,6,0,Snacks,0.1159,Electronics,0,0.63
3421,0,268,1,START,0,0,Electronics,0.0859,Household,0,0.35
3421,1,268,1,Household,0,0,Grocery,0.0698,Household,0,0.64
3421,2,268,1,Household,0,0,PersonalCare,0.0776,Beverages,0,0.09
3421,3,268,1,Beverages,0,0,Beauty,0.0773,Dairy,0,0.41
3422,0,268,1,START,5,1,Electronics,0.0859,Grocery,0,0.75
3422,1,268,1,Grocery,5,1,Dairy,0.0776,Bakery,0,0.21
3422,2,268,1,Bakery,5,1,Pet,0.0542,Beverages,0,0.21
3422,3,268,1,Beverages,5,1,Home,0.0618,Beverages,0,0.37
3422,4,268,1,Beverages,5,1,Beauty,0.0773,Produce,0,0.16
3423,0,268,1,START,4,0,PersonalCare,0.0781,Dairy,0,0.16
3423,1,268,1,Dairy,4,0,Bakery,0.0853,Produce,0,0.08
3424,0,268,1,START,6,1,Snacks,0.1172,Snacks,1,2.71
3424,1,268,1,Snacks,6,1,Snacks,0.1274,Bakery,0,0.54
3424,2,268,1,Bakery,6,1,Snacks,0.1162,PersonalCare,0,0.22
3424,3,268,1,PersonalCare,6,1,Beauty,0.0775,Beauty,1,15.31
3424,4,268,1,Beauty,6,1,PersonalCare,0.0775,Dairy,0,0.04
3424,5,268,1,Dairy,6,1,Snacks,0.1163,Produce,0,0.07
3425,0,268,1,START,5,1,Grocery,0.0703,Household,0,0.24
3425,1,268,1,Household,5,1,Electronics,0.0853,Beauty,0,1.33
3426,0,269,1,START,3,0,Home,0.0625,Dairy,0,0.16
3426,1,269,1,Dairy,3,0,Pet,0.0543,Dairy,0,0.04
3426,2,269,1,Dairy,3,0,Dairy,0.0853,Bakery,0,0.13
3426,3,269,1,Bakery,3,0,Beverages,0.1084,Electronics,0,0.63
3426,4,269,1,Electronics,3,0,Household,0.0697,Grocery,0,0.28
3427,0,269,1,START,5,1,Household,0.0703,Electronics,0,2.38
3427,1,269,1,Electronics,5,1,Snacks,0.1162,Bakery,0,0.26
3427,2,269,1,Bakery,5,1,Electronics,0.0852,Beverages,0,0.29
3427,3,269,1,Beverages,5,1,Household,0.0696,Dairy,0,0.29
3427,4,269,1,Dairy,5,1,Bakery,0.0853,Dairy,0,0.46
3427,5,269,1,Dairy,5,1,Dairy,0.0853,Household,0,0.45
3427,6,269,1,Household,5,1,Pet,0.0543,Bakery,0,0.25
3428,0,269,1,START,2,0,Home,0.0625,Household,0,0.82
3429,0,269,1,START,3,1,Snacks,0.1172,Beverages,0,0.09
3429,1,269,1,Beverages,3,1,Snacks,0.1159,Produce,0,0.1
3429,2,269,1,Produce,3,1,PersonalCare,0.0776,Beauty,0,1.76
3429,3,269,1,Beauty,3,1,Bakery,0.0853,Beauty,0,1.49
3429,4,269,1,Beauty,3,1,Bakery,0.0853,Pet,0,0.11
3429,5,269,1,Pet,3,1,Snacks,0.1166,Grocery,0,0.59
3430,0,269,1,START,3,1,Snacks,0.1172,Electronics,0,1.19
3430,1,269,1,Electronics,3,1,PersonalCare,0.0775,Produce,0,0.1
3431,0,269,1,START,3,0,Electronics,0.0859,Pet,0,4.07
3432,0,269,1,START,1,0,PersonalCare,0.0781,Snacks,0,0.07
3433,0,269,1,START,6,0,Pet,0.0547,Household,0,0.6
3433,1,269,1,Household,6,0,Beverages,0.1086,Grocery,0,0.16
3433,2,269,1,Grocery,6,0,Snacks,0.1164,Produce,0,0.04
3433,3,269,1,Produce,6,0,Dairy,0.0776,Snacks,0,0.26
3434,0,269,1,START,2,1,Bakery,0.0859,Beauty,0,1.07
3434,1,269,1,Beauty,2,1,Beauty,0.0853,Beauty,1,37.8
3434,2,269,1,Beauty,2,1,Beauty,0.0853,Home,0,2.26
3434,3,269,1,Home,2,1,Electronics,0.0854,Beauty,0,0.66
3435,0,269,1,START,1,1,Grocery,0.0703,Grocery,1,0.86
3435,1,269,1,Grocery,1,1,Pet,0.0543,Beverages,0,0.03
3435,2,269,1,Beverages,1,1,Beverages,0.119,Beauty,0,5.27
3435,3,269,1,Beauty,1,1,Beauty,0.0853,Bakery,0,0.29
3436,0,269,1,START,0,0,Dairy,0.0781,Beauty,0,0.94
3436,1,269,1,Beauty,0,0,Dairy,0.0775,Bakery,0,0.34
3436,2,269,1,Bakery,0,0,Produce,0.0697,Baby,0,0.96
3437,0,269,1,START,0,0,PersonalCare,0.0781,Produce,0,0.08
3437,1,269,1,Produce,0,0,Produce,0.0768,Grocery,0,0.62
3437,2,269,1,Grocery,0,0,Pet,0.0543,Beauty,0,0.33
3437,3,269,1,Beauty,0,0,Grocery,0.0698,Baby,0,0.96
3438,0,269,1,START,1,0,Home,0.0625,Bakery,0,0.07
3438,1,269,1,Bakery,1,0,Beauty,0.0775,Produce,0,0.41
3438,2,269,1,Produce,1,0,Grocery,0.0698,Dairy,0,0.07
3438,3,269,1,Dairy,1,0,Household,0.0698,Dairy,0,0.16
3438,4,269,1,Dairy,1,0,Pet,0.0543,Grocery,0,0.7
3438,5,269,1,Grocery,1,0,Bakery,0.0853,Bakery,1,0.86
3439,0,269,1,START,3,1,Electronics,0.0859,Snacks,0,0.16
3439,1,269,1,Snacks,3,1,Grocery,0.0695,Beverages,0,0.7
3439,2,269,1,Beverages,3,1,Dairy,0.0773,Home,0,2.8
3439,3,269,1,Home,3,1,Snacks,0.1165,Beauty,0,1.35
3439,4,269,1,Beauty,3,1,Bakery,0.0853,Produce,0,0.2
3439,5,269,1,Produce,3,1,Household,0.0698,Bakery,0,0.16
3440,0,269,1,START,5,0,PersonalCare,0.0781,Grocery,0,0.27
3440,1,269,1,Grocery,5,0,PersonalCare,0.0776,Beauty,0,0.33
3440,2,269,1,Beauty,5,0,Electronics,0.0853,Beverages,0,0.11
3440,3,269,1,Beverages,5,0,PersonalCare,0.0773,Grocery,0,0.07
3440,4,269,1,Grocery,5,0,Beauty,0.0776,Baby,0,0.71
3440,5,269,1,Baby,5,0,Baby,0.0428,Pet,0,0.08
3441,0,269,1,START,6,0,Produce,0.0703,Dairy,0,0.16
3441,1,269,1,Dairy,6,0,Baby,0.0388,Beauty,0,1.07
3441,2,269,1,Beauty,6,0,Beauty,0.0853,Electronics,0,1.19
3441,3,269,1,Electronics,6,0,PersonalCare,0.0775,Snacks,0,0.04
3441,4,269,1,Snacks,6,0,Snacks,0.1274,Beverages,0,0.11
3441,5,269,1,Beverages,6,0,Dairy,0.0773,Beverages,0,0.56
3441,6,269,1,Beverages,6,0,Electronics,0.085,Bakery,0,0.19
3441,7,269,1,Bakery,6,0,Produce,0.0697,Produce,1,0.56
3441,8,269,1,Produce,6,0,Bakery,0.0853,Electronics,0,2.2
3441,9,269,1,Electronics,6,0,Household,0.0697,Grocery,0,0.28
3442,0,269,1,START,2,0,Bakery,0.0859,Electronics,0,4.19
3442,1,269,1,Electronics,2,0,PersonalCare,0.0775,Produce,0,0.06
3442,2,269,1,Produce,2,0,Dairy,0.0776,Produce,0,0.35
3442,3,269,1,Produce,2,0,Home,0.0621,Electronics,0,4.43
3443,0,269,1,START,1,0,Beverages,0.1094,Dairy,0,0.46
3443,1,269,1,Dairy,1,0,Household,0.0698,Household,1,15.24
3443,2,269,1,Household,1,0,Dairy,0.0776,PersonalCare,0,0.6
3444,0,269,1,START,1,0,Baby,0.0391,Beverages,0,0.56
3444,1,269,1,Beverages,1,0,Bakery,0.085,Snacks,0,0.21
3444,2,269,1,Snacks,1,0,Beauty,0.0772,Beverages,0,0.19
3444,3,269,1,Beverages,1,0,Beverages,0.119,Dairy,0,0.07
3444,4,269,1,Dairy,1,0,Beverages,0.1085,Beverages,1,2.31
3444,5,269,1,Beverages,1,0,Snacks,0.1159,Snacks,1,0.6
3444,6,269,1,Snacks,1,0,Beauty,0.0772,Produce,0,0.09
3445,0,269,1,START,4,0,PersonalCare,0.0781,Snacks,0,0.09
3445,1,269,1,Snacks,4,0,Electronics,0.0849,PersonalCare,0,0.21
3445,2,269,1,PersonalCare,4,0,Beverages,0.1085,Household,0,0.2
3445,3,269,1,Household,4,0,Snacks,0.1164,Beverages,0,0.17
3445,4,269,1,Beverages,4,0,Grocery,0.0696,PersonalCare,0,0.27
3445,5,269,1,PersonalCare,4,0,Electronics,0.0853,Beverages,0,0.17
3445,6,269,1,Beverages,4,0,Household,0.0696,Beauty,0,0.61
3446,0,269,1,START,4,0,Home,0.0625,Household,0,1.17
3446,1,269,1,Household,4,0,Dairy,0.0776,Home,0,2.32
3446,2,269,1,Home,4,0,Household,0.0699,Snacks,0,0.1
3446,3,269,1,Snacks,4,0,Beauty,0.0772,Beverages,0,0.18
3447,0,269,1,START,0,1,Home,0.0625,Produce,0,0.18
3447,1,269,1,Produce,0,1,PersonalCare,0.0776,Pet,0,0.1
3447,2,269,1,Pet,0,1,Produce,0.0699,Household,0,0.96
3448,0,269,1,START,2,0,Beauty,0.0781,Electronics,0,3.13
3449,0,270,1,START,3,0,Home,0.0625,Grocery,0,0.23
3449,1,270,1,Grocery,3,0,Household,0.0698,PersonalCare,0,1.15
3449,2,270,1,PersonalCare,3,0,Beauty,0.0775,Beauty,1,29.92
3450,0,270,1,START,4,0,Snacks,0.1172,Household,0,0.43
3450,1,270,1,Household,4,0,Home,0.0621,Produce,0,0.15
3450,2,270,1,Produce,4,0,Produce,0.0768,Beverages,0,0.09
3450,3,270,1,Beverages,4,0,Beverages,0.119,Beverages,1,0.83
3451,0,270,1,START,4,0,Beverages,0.1094,Household,0,0.23
3451,1,270,1,Household,4,0,Pet,0.0543,Household,0,1.48
3451,2,270,1,Household,4,0,Beauty,0.0776,Home,0,1.59
3451,3,270,1,Home,4,0,Electronics,0.0854,Dairy,0,0.53
3451,4,270,1,Dairy,4,0,Produce,0.0698,Dairy,0,0.12
3451,5,270,1,Dairy,4,0,Grocery,0.0698,Beauty,0,0.59
3451,6,270,1,Beauty,4,0,Baby,0.0388,Grocery,0,0.2
3452,0,270,1,START,4,0,Grocery,0.0703,Beverages,0,0.21
3452,1,270,1,Beverages,4,0,PersonalCare,0.0773,Grocery,0,0.51
3452,2,270,1,Grocery,4,0,Bakery,0.0853,Home,0,6.92
3452,3,270,1,Home,4,0,Snacks,0.1165,Snacks,1,0.92
3453,0,270,1,START,4,0,Pet,0.0547,Beverages,0,0.25
3453,1,270,1,Beverages,4,0,Baby,0.0386,Home,0,6.59
3453,2,270,1,Home,4,0,Dairy,0.0776,Dairy,1,2.17
3453,3,270,1,Dairy,4,0,Electronics,0.0853,PersonalCare,0,0.5
3453,4,270,1,PersonalCare,4,0,Snacks,0.1163,Household,0,1.64
3453,5,270,1,Household,4,0,Electronics,0.0853,Beauty,0,5.07
3453,6,270,1,Beauty,4,0,Beauty,0.0853,Beverages,0,0.11
3453,7,270,1,Beverages,4,0,Beauty,0.0773,Baby,0,0.84
3454,0,270,1,START,3,0,Produce,0.0703,Beverages,0,0.19
3454,1,270,1,Beverages,3,0,Dairy,0.0773,Beverages,0,0.17
3454,2,270,1,Beverages,3,0,Produce,0.0696,Electronics,0,2.51
3454,3,270,1,Electronics,3,0,Home,0.062,Household,0,0.23
3455,0,270,1,START,0,1,Electronics,0.0859,Pet,0,0.06
3455,1,270,1,Pet,0,1,Beverages,0.1088,Home,0,1.59
3455,2,270,1,Home,0,1,Produce,0.0699,Home,0,0.57
3455,3,270,1,Home,0,1,Beverages,0.1087,Bakery,0,0.07
3455,4,270,1,Bakery,0,1,Beverages,0.1084,Beverages,1,1.3
3455,5,270,1,Beverages,0,1,Baby,0.0386,PersonalCare,0,0.53
3455,6,270,1,PersonalCare,0,1,Electronics,0.0853,Pet,0,0.13
3456,0,271,0,START,5,0,Household,0.0851,Pet,0,0.43
3456,1,271,0,Pet,5,0,Dairy,0.0847,Snacks,0,0.09
3456,2,271,0,Snacks,5,0,Dairy,0.0844,Home,0,3.59
3457,0,271,0,START,1,0,Household,0.0851,Dairy,0,0.18
3457,1,271,0,Dairy,1,0,Produce,0.0914,PersonalCare,0,0.62
3458,0,271,0,START,6,0,Grocery,0.0922,Grocery,1,10.03
3458,1,271,0,Grocery,6,0,Beauty,0.0492,Baby,0,3.01
3458,2,271,0,Baby,6,0,Beauty,0.049,Baby,0,0.6
3458,3,271,0,Baby,6,0,Dairy,0.0839,Pet,0,0.14
3459,0,271,0,START,6,0,Baby,0.1418,PersonalCare,0,0.84
3459,1,271,0,PersonalCare,6,0,Household,0.0844,Snacks,0,0.08
3459,2,271,0,Snacks,6,0,Baby,0.1407,Baby,1,18.99
3459,3,271,0,Baby,6,0,Grocery,0.0909,Dairy,0,0.26
3459,4,271,0,Dairy,6,0,Bakery,0.0844,Grocery,0,1.13
3459,5,271,0,Grocery,6,0,Household,0.0843,Dairy,0,0.17
3460,0,271,0,START,1,0,Baby,0.1418,Produce,0,0.06
3460,1,271,0,Produce,1,0,Home,0.0632,Pet,0,1.36
3460,2,271,0,Pet,1,0,Baby,0.1412,PersonalCare,0,0.5
3460,3,271,0,PersonalCare,1,0,Beverages,0.0774,Baby,0,1.02
3460,4,271,0,Baby,1,0,Household,0.0839,Baby,0,1.0
3461,0,271,0,START,2,0,Produce,0.0922,Baby,0,2.01
3461,1,271,0,Baby,2,0,Dairy,0.0839,Produce,0,0.64
3461,2,271,0,Produce,2,0,Household,0.0843,Grocery,0,0.17
3461,3,271,0,Grocery,2,0,Dairy,0.0843,PersonalCare,0,0.52
3461,4,271,0,PersonalCare,2,0,Snacks,0.0774,Bakery,0,0.27
3462,0,271,0,START,1,1,Household,0.0851,Bakery,0,0.15
3462,1,271,0,Bakery,1,1,Electronics,0.0281,Bakery,0,0.23
3462,2,271,0,Bakery,1,1,Household,0.0844,Baby,0,0.6
3462,3,271,0,Baby,1,1,Home,0.0629,Baby,0,0.26
3462,4,271,0,Baby,1,1,Produce,0.0909,Household,0,0.35
3463,0,271,0,START,4,0,Bakery,0.0851,Snacks,0,0.14
3463,1,271,0,Snacks,4,0,Baby,0.1407,Dairy,0,0.17
3463,2,271,0,Dairy,4,0,Bakery,0.0844,Pet,0,0.08
3463,3,271,0,Pet,4,0,Baby,0.1412,Dairy,0,0.11
3464,0,271,0,START,5,0,Baby,0.1418,PersonalCare,0,0.62
3464,1,271,0,PersonalCare,5,0,Snacks,0.0774,Baby,0,0.95
3464,2,271,0,Baby,5,0,Baby,0.1538,Pet,0,0.07
3465,0,271,0,START,3,0,Baby,0.1418,Bakery,0,1.05
3465,1,271,0,Bakery,3,0,PersonalCare,0.0774,Baby,0,1.02
3466,0,271,0,START,3,0,Dairy,0.0851,Beverages,0,0.11
3466,1,271,0,Beverages,3,0,Beverages,0.0852,Grocery,0,0.27
3466,2,271,0,Grocery,3,0,Beverages,0.0773,Snacks,0,0.09
3467,0,271,0,START,5,0,Baby,0.1418,Beverages,0,0.11
3467,1,271,0,Beverages,5,0,Beauty,0.0493,Grocery,0,0.07
3467,2,271,0,Grocery,5,0,Household,0.0843,Pet,0,0.11
3467,3,271,0,Pet,5,0,Dairy,0.0847,Bakery,0,0.09
3467,4,271,0,Bakery,5,0,Produce,0.0914,Grocery,0,0.17
3467,5,271,0,Grocery,5,0,Produce,0.0914,Dairy,0,0.29
3467,6,271,0,Dairy,5,0,Dairy,0.0928,Bakery,0,0.06
3468,0,271,0,START,2,0,Produce,0.0922,Beverages,0,0.1
3468,1,271,0,Beverages,2,0,Dairy,0.0844,Dairy,1,1.03
3468,2,271,0,Dairy,2,0,Household,0.0844,Produce,0,0.15
3469,0,271,0,START,1,0,Produce,0.0922,Bakery,0,0.08
3469,1,271,0,Bakery,1,0,Dairy,0.0844,Bakery,0,0.22
3469,2,271,0,Bakery,1,0,Baby,0.1406,Baby,1,5.58
3470,0,271,0,START,4,0,Household,0.0851,Beauty,0,2.97
3470,1,271,0,Beauty,4,0,Pet,0.0423,Bakery,0,0.39
3471,0,272,1,START,4,0,Electronics,0.0859,Pet,0,0.11
3471,1,272,1,Pet,4,0,Dairy,0.0777,Produce,0,0.18
3472,0,272,1,START,6,0,Household,0.0703,Produce,0,0.05
3472,1,272,1,Produce,6,0,PersonalCare,0.0776,Bakery,0,0.09
3472,2,272,1,Bakery,6,0,Produce,0.0697,Beverages,0,0.35
3472,3,272,1,Beverages,6,0,Household,0.0696,Beauty,0,0.33
3472,4,272,1,Beauty,6,0,PersonalCare,0.0775,Produce,0,0.16
3472,5,272,1,Produce,6,0,PersonalCare,0.0776,Beverages,0,0.17
3472,6,272,1,Beverages,6,0,Baby,0.0386,Beauty,0,0.61
3472,7,272,1,Beauty,6,0,Home,0.062,Beauty,0,0.59
3473,0,272,1,START,6,0,Home,0.0625,Beauty,0,3.99
3473,1,272,1,Beauty,6,0,PersonalCare,0.0775,Household,0,0.94
3473,2,272,1,Household,6,0,Baby,0.0388,Beauty,0,0.33
3473,3,272,1,Beauty,6,0,Beverages,0.1085,Electronics,0,3.8
3473,4,272,1,Electronics,6,0,Pet,0.0542,Beauty,0,0.33
3474,0,272,1,START,1,0,Produce,0.0703,Baby,0,1.02
3474,1,272,1,Baby,1,0,Household,0.07,Grocery,0,0.27
3474,2,272,1,Grocery,1,0,Produce,0.0698,Grocery,0,0.26
3475,0,272,1,START,5,1,Grocery,0.0703,Beverages,0,0.13
3475,1,272,1,Beverages,5,1,Home,0.0618,Bakery,0,0.16
3475,2,272,1,Bakery,5,1,Snacks,0.1162,Beverages,0,0.29
3475,3,272,1,Beverages,5,1,Beverages,0.119,Beauty,0,1.45
3475,4,272,1,Beauty,5,1,Beauty,0.0853,Electronics,0,0.57
3475,5,272,1,Electronics,5,1,Beauty,0.0775,Bakery,0,0.25
3475,6,272,1,Bakery,5,1,Beverages,0.1084,Household,0,0.43
3476,0,272,1,START,3,0,Electronics,0.0859,Grocery,0,0.23
3476,1,272,1,Grocery,3,0,Produce,0.0698,Bakery,0,0.09
3476,2,272,1,Bakery,3,0,Electronics,0.0852,Baby,0,0.95
3477,0,272,1,START,1,1,Snacks,0.1172,Snacks,1,0.55
3477,1,272,1,Snacks,1,1,Dairy,0.0772,Grocery,0,0.3
3477,2,272,1,Grocery,1,1,Snacks,0.1164,PersonalCare,0,0.62
3477,3,272,1,PersonalCare,1,1,Bakery,0.0853,Bakery,1,0.57
3478,0,272,1,START,3,0,Bakery,0.0859,Baby,0,0.52
3478,1,272,1,Baby,3,0,Household,0.07,Household,1,1.13
3478,2,272,1,Household,3,0,Produce,0.0698,Snacks,0,0.04
3478,3,272,1,Snacks,3,0,Beauty,0.0772,PersonalCare,0,0.6
3479,0,273,1,START,4,0,Pet,0.0547,Electronics,0,5.13
3480,0,273,1,START,2,0,Grocery,0.0703,Dairy,0,0.07
3480,1,273,1,Dairy,2,0,Beverages,0.1085,Grocery,0,0.28
3480,2,273,1,Grocery,2,0,Electronics,0.0853,Household,0,0.74
3480,3,273,1,Household,2,0,Beauty,0.0776,Electronics,0,4.43
3481,0,273,1,START,2,1,Pet,0.0547,Pet,1,2.12
3481,1,273,1,Pet,2,1,Bakery,0.0855,Beauty,0,7.96
3481,2,273,1,Beauty,2,1,Bakery,0.0853,Beverages,0,0.16
3481,3,273,1,Beverages,2,1,Beverages,0.119,Beauty,0,1.12
3482,0,273,1,START,2,0,Snacks,0.1172,Electronics,0,4.19
3482,1,273,1,Electronics,2,0,Snacks,0.1162,Electronics,0,2.2
3482,2,273,1,Electronics,2,0,Dairy,0.0775,Beauty,0,0.94
3483,0,273,1,START,6,0,Bakery,0.0859,Dairy,0,0.2
3483,1,273,1,Dairy,6,0,Beauty,0.0775,Grocery,0,0.07
3483,2,273,1,Grocery,6,0,Beauty,0.0776,Bakery,0,0.36
3483,3,273,1,Bakery,6,0,Beauty,0.0775,PersonalCare,0,0.12
3483,4,273,1,PersonalCare,6,0,Household,0.0698,Grocery,0,0.23
3483,5,273,1,Grocery,6,0,Home,0.0621,Pet,0,0.1
3484,0,273,1,START,2,0,Snacks,0.1172,Electronics,0,8.87
3484,1,273,1,Electronics,2,0,Beverages,0.1084,Produce,0,0.04
3485,0,273,1,START,5,0,Dairy,0.0781,Beauty,0,1.69
3485,1,273,1,Beauty,5,0,PersonalCare,0.0775,Pet,0,0.53
3485,2,273,1,Pet,5,0,Home,0.0622,Electronics,0,6.82
3485,3,273,1,Electronics,5,0,Produce,0.0697,Household,0,0.61
3486,0,273,1,START,2,0,Household,0.0703,Beauty,0,2.92
3486,1,273,1,Beauty,2,0,Produce,0.0698,Bakery,0,0.17
3486,2,273,1,Bakery,2,0,Beverages,0.1084,Bakery,0,0.21
3486,3,273,1,Bakery,2,0,Bakery,0.0937,Baby,0,0.96
3487,0,273,1,START,1,0,Produce,0.0703,Electronics,0,3.25
3487,1,273,1,Electronics,1,0,Grocery,0.0697,Snacks,0,0.05
3487,2,273,1,Snacks,1,0,Household,0.0695,Snacks,0,0.62
3488,0,273,1,START,2,0,Dairy,0.0781,Pet,0,0.14
3488,1,273,1,Pet,2,0,Home,0.0622,Pet,0,1.36
3488,2,273,1,Pet,2,0,Baby,0.0389,Bakery,0,0.14
3488,3,273,1,Bakery,2,0,Pet,0.0542,Electronics,0,6.26
3488,4,273,1,Electronics,2,0,Dairy,0.0775,Household,0,0.23
3489,0,273,1,START,5,1,Produce,0.0703,Pet,0,0.89
3489,1,273,1,Pet,5,1,Household,0.0699,Household,1,3.98
3489,2,273,1,Household,5,1,Electronics,0.0853,Beverages,0,0.31
3489,3,273,1,Beverages,5,1,Pet,0.0541,Beverages,0,0.12
3489,4,273,1,Beverages,5,1,Home,0.0618,Bakery,0,0.05
3489,5,273,1,Bakery,5,1,Beverages,0.1084,Electronics,0,8.27
3490,0,274,0,START,2,0,Produce,0.0922,Beverages,0,0.23
3490,1,274,0,Beverages,2,0,Beverages,0.0852,Beauty,0,2.24
3490,2,274,0,Beauty,2,0,Beauty,0.0543,Produce,0,0.04
3490,3,274,0,Produce,2,0,PersonalCare,0.0773,Household,0,0.57
3490,4,274,0,Household,2,0,Bakery,0.0844,Household,0,0.16
3490,5,274,0,Household,2,0,Dairy,0.0844,Produce,0,0.28
3490,6,274,0,Produce,2,0,Bakery,0.0843,Dairy,0,0.15
3491,0,274,0,START,4,0,Baby,0.1418,PersonalCare,0,0.12
3491,1,274,0,PersonalCare,4,0,Bakery,0.0844,Household,0,0.2
3491,2,274,0,Household,4,0,Bakery,0.0844,Bakery,1,0.54
3491,3,274,0,Bakery,4,0,Baby,0.1406,Electronics,0,2.67
3492,0,274,0,START,3,1,Beauty,0.0496,Dairy,0,0.16
3492,1,274,0,Dairy,3,1,Home,0.0633,Snacks,0,0.03
3492,2,274,0,Snacks,3,1,Household,0.0844,Grocery,0,0.25
3492,3,274,0,Grocery,3,1,Pet,0.0422,PersonalCare,0,0.5
3492,4,274,0,PersonalCare,3,1,Household,0.0844,Snacks,0,0.12
3493,0,274,0,START,1,0,Grocery,0.0922,Bakery,0,0.14
3493,1,274,0,Bakery,1,0,Pet,0.0422,Dairy,0,0.18
3493,2,274,0,Dairy,1,0,Household,0.0844,Beverages,0,0.09
3493,3,274,0,Beverages,1,0,Snacks,0.0774,Bakery,0,0.09
3494,0,274,0,START,1,0,Beauty,0.0496,Household,0,0.55
3494,1,274,0,Household,1,0,Electronics,0.0281,Produce,0,0.18
3494,2,274,0,Produce,1,0,Baby,0.1405,Baby,1,6.69
3494,3,274,0,Baby,1,0,Grocery,0.0909,Snacks,0,0.14
3494,4,274,0,Snacks,1,0,Home,0.0633,PersonalCare,0,0.53
3495,0,274,0,START,0,0,Grocery,0.0922,Grocery,1,1.78
3495,1,274,0,Grocery,0,0,Home,0.0632,Snacks,0,0.41
3495,2,274,0,Snacks,0,0,Produce,0.0915,Snacks,0,0.14
3495,3,274,0,Snacks,0,0,Dairy,0.0844,Baby,0,0.45
3495,4,274,0,Baby,0,0,PersonalCare,0.0769,Bakery,0,0.25
3496,0,274,0,START,4,0,Baby,0.1418,Electronics,0,2.67
3496,1,274,0,Electronics,4,0,Electronics,0.0311,Beauty,0,2.12
3496,2,274,0,Beauty,4,0,Snacks,0.0776,Beverages,0,0.37
3496,3,274,0,Beverages,4,0,PersonalCare,0.0774,Grocery,0,0.38
3496,4,274,0,Grocery,4,0,Beverages,0.0773,Pet,0,0.14
3496,5,274,0,Pet,4,0,Household,0.0847,PersonalCare,0,2.29
3496,6,274,0,PersonalCare,4,0,Household,0.0844,Baby,0,0.95
3496,7,274,0,Baby,4,0,Grocery,0.0909,Grocery,1,2.06
3497,0,274,0,START,1,1,Dairy,0.0851,Bakery,0,0.24
3497,1,274,0,Bakery,1,1,Dairy,0.0844,Produce,0,0.15
3497,2,274,0,Produce,1,1,Grocery,0.0914,Produce,0,0.1
3498,0,274,0,START,4,0,Grocery,0.0922,PersonalCare,0,0.17
3498,1,274,0,PersonalCare,4,0,Dairy,0.0844,Snacks,0,0.07
3498,2,274,0,Snacks,4,0,PersonalCare,0.0774,Home,0,11.09
3498,3,274,0,Home,4,0,Beverages,0.0775,Beverages,1,1.3
3499,0,274,0,START,3,0,Home,0.0638,Baby,0,1.02
3499,1,274,0,Baby,3,0,Beverages,0.0769,Household,0,0.16
3499,2,274,0,Household,3,0,Beverages,0.0774,Beauty,0,1.69
3499,3,274,0,Beauty,3,0,Home,0.0635,Baby,0,0.52
3500,0,274,0,START,6,1,Bakery,0.0851,Snacks,0,0.19
3500,1,274,0,Snacks,6,1,Dairy,0.0844,Dairy,1,1.03
3500,2,274,0,Dairy,6,1,Electronics,0.0281,Baby,0,1.43
3500,3,274,0,Baby,6,1,Household,0.0839,Beverages,0,0.37
3500,4,274,0,Beverages,6,1,Baby,0.1407,Beverages,0,0.04
3500,5,274,0,Beverages,6,1,Snacks,0.0774,Produce,0,0.09
3500,6,274,0,Produce,6,1,Bakery,0.0843,Produce,0,0.07
3501,0,274,0,START,2,0,PersonalCare,0.078,Grocery,0,0.27
3501,1,274,0,Grocery,2,0,Grocery,0.1005,Snacks,0,0.08
3501,2,274,0,Snacks,2,0,Snacks,0.0852,Household,0,0.37
3502,0,274,0,START,5,0,Produce,0.0922,Baby,0,0.45
3502,1,274,0,Baby,5,0,Beauty,0.049,Household,0,0.29
3502,2,274,0,Household,5,0,Bakery,0.0844,Snacks,0,0.15
3502,3,274,0,Snacks,5,0,Produce,0.0915,Household,0,0.55
3502,4,274,0,Household,5,0,Produce,0.0914,Bakery,0,0.04
3503,0,274,0,START,1,0,Household,0.0851,Snacks,0,0.17
3503,1,274,0,Snacks,1,0,Baby,0.1407,Baby,1,4.75
3504,0,274,0,START,5,0,Beauty,0.0496,Household,0,0.28
3504,1,274,0,Household,5,0,Home,0.0633,Beauty,0,1.04
3505,0,274,0,START,6,1,Beverages,0.078,Bakery,0,0.18
3505,1,274,0,Bakery,6,1,Beverages,0.0774,PersonalCare,0,0.5
3505,2,274,0,PersonalCare,6,1,Beverages,0.0774,PersonalCare,0,0.27
